date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2021-11-13,-4.33,5.34,450,"1991-11-06 2020-11-20",87.71,9.57,450,"1991-11-06 2020-11-20",0.99,6.61,450,"1991-11-06 2020-11-20",20.3,7.88,450,"1991-11-06 2020-11-20",-9.67,5.54,450,"1991-11-06 2020-11-20",62.81,15.56,450,"1991-11-06 2020-11-20",-7.01,5.68,450,"1991-11-06 2020-11-20",3.11,3.41,450,"1991-11-06 2020-11-20",0.61,1.62,445,"1991-11-06 2020-11-20",,,,,,,,,,,,,,,,
2021-11-12,-4.13,5.11,450,"1991-11-05 2020-11-19",87.69,9.59,450,"1991-11-05 2020-11-19",1.28,6.49,450,"1991-11-05 2020-11-19",20.37,7.75,450,"1991-11-05 2020-11-19",-9.38,5.32,450,"1991-11-05 2020-11-19",62.53,15.78,450,"1991-11-05 2020-11-19",-6.68,5.58,450,"1991-11-05 2020-11-19",3.08,3.4,450,"1991-11-05 2020-11-19",0.61,1.58,444,"1991-11-05 2020-11-19",,,,,,,,,,,,,,,,
2021-11-11,-3.86,4.98,450,"1991-11-04 2020-11-18",87.91,9.55,450,"1991-11-04 2020-11-18",1.58,6.41,450,"1991-11-04 2020-11-18",20.4,7.78,450,"1991-11-04 2020-11-18",-9.18,5.2,450,"1991-11-04 2020-11-18",62.14,15.93,450,"1991-11-04 2020-11-18",-6.44,5.5,450,"1991-11-04 2020-11-18",3.06,3.37,450,"1991-11-04 2020-11-18",0.62,1.56,445,"1991-11-04 2020-11-18",,,,,,,,,,,,,,,,
2021-11-10,-3.66,4.89,450,"1991-11-03 2020-11-17",87.97,9.56,450,"1991-11-03 2020-11-17",1.87,6.4,450,"1991-11-03 2020-11-17",20.13,7.4,450,"1991-11-03 2020-11-17",-8.97,5.16,450,"1991-11-03 2020-11-17",61.8,16.29,450,"1991-11-03 2020-11-17",-6.22,5.45,450,"1991-11-03 2020-11-17",2.99,3.34,450,"1991-11-03 2020-11-17",0.63,1.6,444,"1991-11-03 2020-11-17",,,,,,,,,,,,,,,,
2021-11-09,-3.47,4.86,449,"1991-11-02 2020-11-16",87.9,9.78,449,"1991-11-02 2020-11-16",2.14,6.32,450,"1991-11-02 2020-11-16",19.98,7.28,450,"1991-11-02 2020-11-16",-8.75,5.18,449,"1991-11-02 2020-11-16",61.61,16.46,449,"1991-11-02 2020-11-16",-5.96,5.45,450,"1991-11-02 2020-11-16",2.99,3.28,450,"1991-11-02 2020-11-16",0.64,1.65,443,"1991-11-02 2020-11-16",,,,,,,,,,,,,,,,
2021-11-08,-3.32,4.83,449,"1991-11-01 2020-11-15",87.68,10.03,449,"1991-11-01 2020-11-15",2.4,6.3,450,"1991-11-01 2020-11-15",20.04,7.24,450,"1991-11-01 2020-11-15",-8.57,5.18,449,"1991-11-01 2020-11-15",60.99,16.75,449,"1991-11-01 2020-11-15",-5.7,5.46,450,"1991-11-01 2020-11-15",3.02,3.31,450,"1991-11-01 2020-11-15",0.67,1.67,443,"1991-11-01 2020-11-15",,,,,,,,,,,,,,,,
2021-11-07,-3.18,4.81,449,"1991-10-31 2020-11-14",87.53,10.05,449,"1991-10-31 2020-11-14",2.61,6.31,450,"1991-10-31 2020-11-14",20.22,7.27,450,"1991-10-31 2020-11-14",-8.43,5.22,449,"1991-10-31 2020-11-14",60.44,16.72,449,"1991-10-31 2020-11-14",-5.51,5.5,450,"1991-10-31 2020-11-14",3,3.29,450,"1991-10-31 2020-11-14",0.66,1.61,443,"1991-10-31 2020-11-14",,,,,,,,,,,,,,,,
2021-11-06,-3.12,4.81,449,"1991-10-30 2020-11-13",87.31,10.2,449,"1991-10-30 2020-11-13",2.81,6.34,450,"1991-10-30 2020-11-13",20.24,7.29,450,"1991-10-30 2020-11-13",-8.34,5.26,449,"1991-10-30 2020-11-13",59.99,16.78,449,"1991-10-30 2020-11-13",-5.44,5.51,450,"1991-10-30 2020-11-13",3.07,3.33,450,"1991-10-30 2020-11-13",0.66,1.61,442,"1991-10-30 2020-11-13",,,,,,,,,,,,,,,,
2021-11-05,-3.1,4.82,449,"1991-10-29 2020-11-12",87.17,10.28,449,"1991-10-29 2020-11-12",2.87,6.35,450,"1991-10-29 2020-11-12",20.4,7,450,"1991-10-29 2020-11-12",-8.29,5.3,449,"1991-10-29 2020-11-12",59.73,16.76,449,"1991-10-29 2020-11-12",-5.36,5.57,450,"1991-10-29 2020-11-12",3.2,3.39,450,"1991-10-29 2020-11-12",0.64,1.59,442,"1991-10-29 2020-11-12",,,,,,,,,,,,,,,,
2021-11-04,-2.99,4.86,449,"1991-10-28 2020-11-11",87.14,10.28,449,"1991-10-28 2020-11-11",3.01,6.41,450,"1991-10-28 2020-11-11",20.84,7.42,450,"1991-10-28 2020-11-11",-8.14,5.3,449,"1991-10-28 2020-11-11",59.61,16.93,449,"1991-10-28 2020-11-11",-5.2,5.51,450,"1991-10-28 2020-11-11",3.19,3.44,450,"1991-10-28 2020-11-11",0.68,1.66,442,"1991-10-28 2020-11-11",,,,,,,,,,,,,,,,
2021-11-03,-2.68,4.81,449,"1991-10-27 2020-11-10",86.99,10.69,449,"1991-10-27 2020-11-10",3.48,6.44,450,"1991-10-27 2020-11-10",21.42,8.02,450,"1991-10-27 2020-11-10",-7.89,5.19,449,"1991-10-27 2020-11-10",58.85,17.47,449,"1991-10-27 2020-11-10",-4.81,5.4,450,"1991-10-27 2020-11-10",3.34,3.48,450,"1991-10-27 2020-11-10",0.7,1.66,442,"1991-10-27 2020-11-10",,,,,,,,,,,,,,,,
2021-11-02,-2.31,4.68,449,"1991-10-26 2020-11-09",86.74,11.05,449,"1991-10-26 2020-11-09",3.96,6.29,450,"1991-10-26 2020-11-09",21.74,8.26,450,"1991-10-26 2020-11-09",-7.67,5.1,449,"1991-10-26 2020-11-09",57.86,17.86,449,"1991-10-26 2020-11-09",-4.38,5.34,450,"1991-10-26 2020-11-09",3.33,3.48,450,"1991-10-26 2020-11-09",0.67,1.55,443,"1991-10-26 2020-11-09",,,,,,,,,,,,,,,,
2021-11-01,-2.03,4.64,449,"1991-10-25 2020-11-08",86.41,11.41,449,"1991-10-25 2020-11-08",4.46,6.23,450,"1991-10-25 2020-11-08",22.05,8.52,450,"1991-10-25 2020-11-08",-7.32,5.03,449,"1991-10-25 2020-11-08",56.98,18.25,449,"1991-10-25 2020-11-08",-3.97,5.21,450,"1991-10-25 2020-11-08",3.4,3.69,450,"1991-10-25 2020-11-08",0.63,1.49,442,"1991-10-25 2020-11-08",,,,,,,,,,,,,,,,
2021-10-31,-1.78,4.6,449,"1991-10-24 2020-11-07",86,11.72,449,"1991-10-24 2020-11-07",4.99,6.33,450,"1991-10-24 2020-11-07",22.46,8.9,450,"1991-10-24 2020-11-07",-7.06,5.01,449,"1991-10-24 2020-11-07",56.01,18.34,449,"1991-10-24 2020-11-07",-3.58,5.21,450,"1991-10-24 2020-11-07",3.48,3.69,450,"1991-10-24 2020-11-07",0.61,1.47,442,"1991-10-24 2020-11-07",,,,,,,,,,,,,,,,
2021-10-30,-1.55,4.58,448,"1991-10-23 2020-11-06",85.79,11.81,448,"1991-10-23 2020-11-06",5.45,6.53,450,"1991-10-23 2020-11-06",22.64,9.18,450,"1991-10-23 2020-11-06",-6.86,5.04,448,"1991-10-23 2020-11-06",55.26,18.76,448,"1991-10-23 2020-11-06",-3.26,5.22,450,"1991-10-23 2020-11-06",3.35,3.68,450,"1991-10-23 2020-11-06",0.62,1.58,443,"1991-10-23 2020-11-06",,,,,,,,,,,,,,,,
2021-10-29,-1.34,4.57,447,"1991-10-22 2020-11-05",85.55,11.92,447,"1991-10-22 2020-11-05",5.96,6.65,450,"1991-10-22 2020-11-05",22.8,9.19,450,"1991-10-22 2020-11-05",-6.63,4.94,447,"1991-10-22 2020-11-05",54.32,18.94,447,"1991-10-22 2020-11-05",-2.92,5.1,450,"1991-10-22 2020-11-05",3.34,3.71,450,"1991-10-22 2020-11-05",0.62,1.59,443,"1991-10-22 2020-11-05",,,,,,,,,,,,,,,,
2021-10-28,-1.04,4.51,446,"1991-10-21 2020-11-04",85.45,12.02,446,"1991-10-21 2020-11-04",6.41,6.61,450,"1991-10-21 2020-11-04",22.88,9.3,450,"1991-10-21 2020-11-04",-6.41,4.78,446,"1991-10-21 2020-11-04",53.5,18.94,446,"1991-10-21 2020-11-04",-2.61,4.87,450,"1991-10-21 2020-11-04",3.33,3.76,450,"1991-10-21 2020-11-04",0.66,1.86,444,"1991-10-21 2020-11-04",,,,,,,,,,,,,,,,
2021-10-27,-0.8,4.45,445,"1991-10-20 2020-11-03",85.15,12.07,445,"1991-10-20 2020-11-03",6.83,6.53,450,"1991-10-20 2020-11-03",22.96,9.28,450,"1991-10-20 2020-11-03",-6.16,4.75,445,"1991-10-20 2020-11-03",52.85,18.95,445,"1991-10-20 2020-11-03",-2.27,4.83,450,"1991-10-20 2020-11-03",3.28,3.74,450,"1991-10-20 2020-11-03",0.6,1.81,443,"1991-10-20 2020-11-03",,,,,,,,,,,,,,,,
2021-10-26,-0.62,4.41,444,"1991-10-19 2020-11-02",84.8,12.23,444,"1991-10-19 2020-11-02",7.21,6.49,450,"1991-10-19 2020-11-02",23.12,9.31,450,"1991-10-19 2020-11-02",-5.91,4.71,444,"1991-10-19 2020-11-02",52.3,18.88,444,"1991-10-19 2020-11-02",-1.95,4.76,450,"1991-10-19 2020-11-02",3.3,3.74,450,"1991-10-19 2020-11-02",0.6,1.79,444,"1991-10-19 2020-11-02",,,,,,,,,,,,,,,,
2021-10-25,-0.43,4.29,445,"1991-10-18 2020-11-01",84.52,12.37,445,"1991-10-18 2020-11-01",7.61,6.46,450,"1991-10-18 2020-11-01",23.29,9.27,450,"1991-10-18 2020-11-01",-5.73,4.58,445,"1991-10-18 2020-11-01",51.38,18.58,445,"1991-10-18 2020-11-01",-1.7,4.59,450,"1991-10-18 2020-11-01",3.21,3.72,450,"1991-10-18 2020-11-01",0.59,1.76,445,"1991-10-18 2020-11-01",,,,,,,,,,,,,,,,
2021-10-24,-0.25,4.27,444,"1991-10-17 2020-10-31",84.31,12.36,444,"1991-10-17 2020-10-31",8,6.48,450,"1991-10-17 2020-10-31",23.55,9.45,450,"1991-10-17 2020-10-31",-5.57,4.58,444,"1991-10-17 2020-10-31",50.78,18.43,444,"1991-10-17 2020-10-31",-1.48,4.54,450,"1991-10-17 2020-10-31",3.19,3.73,450,"1991-10-17 2020-10-31",0.59,1.78,446,"1991-10-17 2020-10-31",,,,,,,,,,,,,,,,
2021-10-23,-0.12,4.26,444,"1991-10-16 2020-10-30",84.29,12.46,444,"1991-10-16 2020-10-30",8.34,6.45,450,"1991-10-16 2020-10-30",23.42,9.53,450,"1991-10-16 2020-10-30",-5.4,4.54,444,"1991-10-16 2020-10-30",50.28,18.93,444,"1991-10-16 2020-10-30",-1.3,4.42,450,"1991-10-16 2020-10-30",3.11,3.68,450,"1991-10-16 2020-10-30",0.67,2.27,446,"1991-10-16 2020-10-30",,,,,,,,,,,,,,,,
2021-10-22,0.12,4.21,444,"1991-10-15 2020-10-29",84.39,12.44,444,"1991-10-15 2020-10-29",8.66,6.36,450,"1991-10-15 2020-10-29",23.64,9.63,450,"1991-10-15 2020-10-29",-5.12,4.46,444,"1991-10-15 2020-10-29",49.94,18.98,444,"1991-10-15 2020-10-29",-1,4.28,450,"1991-10-15 2020-10-29",3.08,3.67,450,"1991-10-15 2020-10-29",0.67,2.28,447,"1991-10-15 2020-10-29",,,,,,,,,,,,,,,,
2021-10-21,0.43,4.06,444,"1991-10-14 2020-10-28",84.17,12.59,444,"1991-10-14 2020-10-28",9.09,6.23,450,"1991-10-14 2020-10-28",23.63,9.65,450,"1991-10-14 2020-10-28",-4.84,4.32,444,"1991-10-14 2020-10-28",49.54,18.98,444,"1991-10-14 2020-10-28",-0.68,4.03,450,"1991-10-14 2020-10-28",3,3.56,450,"1991-10-14 2020-10-28",0.7,2.35,447,"1991-10-14 2020-10-28",,,,,,,,,,,,,,,,
2021-10-20,0.66,3.96,444,"1991-10-13 2020-10-27",84.07,12.64,444,"1991-10-13 2020-10-27",9.46,6.07,450,"1991-10-13 2020-10-27",23.59,9.69,450,"1991-10-13 2020-10-27",-4.6,4.18,444,"1991-10-13 2020-10-27",48.88,18.49,444,"1991-10-13 2020-10-27",-0.42,3.84,450,"1991-10-13 2020-10-27",3.05,3.54,450,"1991-10-13 2020-10-27",0.67,2.32,447,"1991-10-13 2020-10-27",,,,,,,,,,,,,,,,
2021-10-19,0.79,3.87,444,"1991-10-12 2020-10-26",84.01,12.51,444,"1991-10-12 2020-10-26",9.66,5.95,450,"1991-10-12 2020-10-26",23.38,9.54,450,"1991-10-12 2020-10-26",-4.43,4.01,444,"1991-10-12 2020-10-26",48.78,18.07,444,"1991-10-12 2020-10-26",-0.3,3.73,450,"1991-10-12 2020-10-26",2.96,3.52,450,"1991-10-12 2020-10-26",0.67,2.34,447,"1991-10-12 2020-10-26",,,,,,,,,,,,,,,,
2021-10-18,0.88,3.81,444,"1991-10-11 2020-10-25",83.94,12.41,444,"1991-10-11 2020-10-25",9.83,5.93,450,"1991-10-11 2020-10-25",23.21,9.48,450,"1991-10-11 2020-10-25",-4.24,3.89,444,"1991-10-11 2020-10-25",48.71,18.04,444,"1991-10-11 2020-10-25",-0.17,3.69,450,"1991-10-11 2020-10-25",2.86,3.49,450,"1991-10-11 2020-10-25",0.67,2.34,447,"1991-10-11 2020-10-25",,,,,,,,,,,,,,,,
2021-10-17,1.06,3.79,443,"1991-10-10 2020-10-24",83.83,12.29,443,"1991-10-10 2020-10-24",10.09,6.05,450,"1991-10-10 2020-10-24",23.27,9.41,450,"1991-10-10 2020-10-24",-4.08,3.83,443,"1991-10-10 2020-10-24",48.47,17.79,443,"1991-10-10 2020-10-24",0.06,3.74,450,"1991-10-10 2020-10-24",2.77,3.31,450,"1991-10-10 2020-10-24",0.68,2.35,448,"1991-10-10 2020-10-24",,,,,,,,,,,,,,,,
2021-10-16,1.15,3.81,443,"1991-10-09 2020-10-23",83.78,12.11,443,"1991-10-09 2020-10-23",10.29,6.06,450,"1991-10-09 2020-10-23",23.16,9.1,450,"1991-10-09 2020-10-23",-3.96,3.87,443,"1991-10-09 2020-10-23",48.1,17.81,443,"1991-10-09 2020-10-23",0.17,3.74,450,"1991-10-09 2020-10-23",2.77,3.34,450,"1991-10-09 2020-10-23",0.7,2.39,449,"1991-10-09 2020-10-23",,,,,,,,,,,,,,,,
2021-10-15,1.3,3.78,444,"1991-10-08 2020-10-22",83.55,12.19,444,"1991-10-08 2020-10-22",10.46,6,450,"1991-10-08 2020-10-22",23.39,8.92,450,"1991-10-08 2020-10-22",-3.85,3.89,444,"1991-10-08 2020-10-22",47.69,17.56,444,"1991-10-08 2020-10-22",0.31,3.71,450,"1991-10-08 2020-10-22",2.88,3.43,450,"1991-10-08 2020-10-22",0.65,2.28,449,"1991-10-08 2020-10-22",,,,,,,,,,,,,,,,
2021-10-14,1.5,3.77,445,"1991-10-07 2020-10-21",83.43,12.33,445,"1991-10-07 2020-10-21",10.76,5.99,450,"1991-10-07 2020-10-21",23.76,9.04,450,"1991-10-07 2020-10-21",-3.65,3.9,445,"1991-10-07 2020-10-21",47.18,17.43,445,"1991-10-07 2020-10-21",0.55,3.7,450,"1991-10-07 2020-10-21",2.92,3.53,450,"1991-10-07 2020-10-21",0.64,2.25,449,"1991-10-07 2020-10-21",,,,,,,,,,,,,,,,
2021-10-13,1.66,3.81,446,"1991-10-06 2020-10-20",83.21,12.31,446,"1991-10-06 2020-10-20",11.05,6.02,450,"1991-10-06 2020-10-20",23.77,9.03,450,"1991-10-06 2020-10-20",-3.45,3.93,446,"1991-10-06 2020-10-20",46.99,17.46,446,"1991-10-06 2020-10-20",0.77,3.71,450,"1991-10-06 2020-10-20",2.94,3.47,450,"1991-10-06 2020-10-20",0.59,2.03,448,"1991-10-06 2020-10-20",,,,,,,,,,,,,,,,
2021-10-12,1.76,3.88,446,"1991-10-05 2020-10-19",83.33,12.28,446,"1991-10-05 2020-10-19",11.32,6.06,450,"1991-10-05 2020-10-19",23.84,9.01,450,"1991-10-05 2020-10-19",-3.35,3.92,446,"1991-10-05 2020-10-19",46.37,17.27,446,"1991-10-05 2020-10-19",0.84,3.72,450,"1991-10-05 2020-10-19",3.05,3.6,450,"1991-10-05 2020-10-19",0.6,2.05,448,"1991-10-05 2020-10-19",,,,,,,,,,,,,,,,
2021-10-11,1.98,3.99,447,"1991-10-04 2020-10-18",83.79,12.08,447,"1991-10-04 2020-10-18",11.51,6.09,450,"1991-10-04 2020-10-18",23.79,8.92,450,"1991-10-04 2020-10-18",-3.19,3.96,447,"1991-10-04 2020-10-18",46.17,16.92,447,"1991-10-04 2020-10-18",0.95,3.74,450,"1991-10-04 2020-10-18",3.03,3.62,450,"1991-10-04 2020-10-18",0.59,2.04,447,"1991-10-04 2020-10-18",,,,,,,,,,,,,,,,
2021-10-10,2.18,4.01,447,"1991-10-03 2020-10-17",84.1,11.77,447,"1991-10-03 2020-10-17",11.65,6.04,450,"1991-10-03 2020-10-17",23.82,8.89,450,"1991-10-03 2020-10-17",-3.01,3.95,447,"1991-10-03 2020-10-17",46.28,16.75,447,"1991-10-03 2020-10-17",1.05,3.76,450,"1991-10-03 2020-10-17",3.07,3.65,450,"1991-10-03 2020-10-17",0.57,2,447,"1991-10-03 2020-10-17",,,,,,,,,,,,,,,,
2021-10-09,2.39,3.93,448,"1991-10-02 2020-10-16",84.45,11.58,448,"1991-10-02 2020-10-16",11.84,6.03,450,"1991-10-02 2020-10-16",23.85,8.69,450,"1991-10-02 2020-10-16",-2.84,3.89,448,"1991-10-02 2020-10-16",46.21,16.61,448,"1991-10-02 2020-10-16",1.18,3.74,450,"1991-10-02 2020-10-16",3.17,3.78,450,"1991-10-02 2020-10-16",0.58,1.99,447,"1991-10-02 2020-10-16",,,,,,,,,,,,,,,,
2021-10-08,2.62,3.88,448,"1991-10-01 2020-10-15",84.51,11.51,448,"1991-10-01 2020-10-15",12.05,6.06,450,"1991-10-01 2020-10-15",24,8.64,450,"1991-10-01 2020-10-15",-2.62,3.82,448,"1991-10-01 2020-10-15",46.25,16.23,448,"1991-10-01 2020-10-15",1.42,3.72,450,"1991-10-01 2020-10-15",3.25,3.9,450,"1991-10-01 2020-10-15",0.57,1.65,447,"1991-10-01 2020-10-15",,,,,,,,,,,,,,,,
2021-10-07,2.82,3.9,448,"1991-09-30 2020-10-14",84.25,11.58,448,"1991-09-30 2020-10-14",12.35,6.12,450,"1991-09-30 2020-10-14",23.98,8.69,450,"1991-09-30 2020-10-14",-2.5,3.87,448,"1991-09-30 2020-10-14",45.85,15.84,448,"1991-09-30 2020-10-14",1.63,3.76,450,"1991-09-30 2020-10-14",3.21,3.86,450,"1991-09-30 2020-10-14",0.58,1.65,447,"1991-09-30 2020-10-14",,,,,,,,,,,,,,,,
2021-10-06,3,3.94,448,"1991-09-29 2020-10-13",83.99,11.49,448,"1991-09-29 2020-10-13",12.68,6.19,450,"1991-09-29 2020-10-13",24.08,8.75,450,"1991-09-29 2020-10-13",-2.34,3.9,448,"1991-09-29 2020-10-13",45.19,15.6,448,"1991-09-29 2020-10-13",1.89,3.85,450,"1991-09-29 2020-10-13",3.2,3.84,450,"1991-09-29 2020-10-13",0.59,1.7,446,"1991-09-29 2020-10-13",,,,,,,,,,,,,,,,
2021-10-05,3.25,3.93,448,"1991-09-28 2020-10-12",83.84,11.31,448,"1991-09-28 2020-10-12",13.11,6.19,450,"1991-09-28 2020-10-12",24.06,8.61,450,"1991-09-28 2020-10-12",-2.12,3.9,448,"1991-09-28 2020-10-12",44.68,15.45,448,"1991-09-28 2020-10-12",2.22,3.89,450,"1991-09-28 2020-10-12",3.21,3.83,450,"1991-09-28 2020-10-12",0.62,1.89,446,"1991-09-28 2020-10-12",,,,,,,,,,,,,,,,
2021-10-04,3.52,3.9,448,"1991-09-27 2020-10-11",83.68,11.27,448,"1991-09-27 2020-10-11",13.52,6.2,450,"1991-09-27 2020-10-11",24.22,8.43,450,"1991-09-27 2020-10-11",-1.87,3.88,448,"1991-09-27 2020-10-11",44.2,15.43,448,"1991-09-27 2020-10-11",2.54,3.88,450,"1991-09-27 2020-10-11",3.21,3.81,450,"1991-09-27 2020-10-11",0.6,1.87,446,"1991-09-27 2020-10-11",,,,,,,,,,,,,,,,
2021-10-03,3.84,3.85,448,"1991-09-26 2020-10-10",83.69,11.3,448,"1991-09-26 2020-10-10",13.95,6.08,450,"1991-09-26 2020-10-10",24.44,8.51,450,"1991-09-26 2020-10-10",-1.57,3.85,448,"1991-09-26 2020-10-10",43.99,15.27,448,"1991-09-26 2020-10-10",2.86,3.9,450,"1991-09-26 2020-10-10",3.28,3.81,450,"1991-09-26 2020-10-10",0.63,1.95,446,"1991-09-26 2020-10-10",,,,,,,,,,,,,,,,
2021-10-02,4.1,3.82,449,"1991-09-25 2020-10-09",83.73,11.18,449,"1991-09-25 2020-10-09",14.4,6.08,450,"1991-09-25 2020-10-09",24.41,8.42,450,"1991-09-25 2020-10-09",-1.28,3.89,449,"1991-09-25 2020-10-09",43.48,15.08,449,"1991-09-25 2020-10-09",3.13,3.91,450,"1991-09-25 2020-10-09",3.23,3.79,450,"1991-09-25 2020-10-09",0.62,1.96,446,"1991-09-25 2020-10-09",,,,,,,,,,,,,,,,
2021-10-01,4.4,3.74,448,"1991-09-24 2020-10-08",83.87,11.14,448,"1991-09-24 2020-10-08",14.81,6.02,450,"1991-09-24 2020-10-08",24.41,8.46,450,"1991-09-24 2020-10-08",-1.02,3.82,448,"1991-09-24 2020-10-08",43.02,14.67,448,"1991-09-24 2020-10-08",3.42,3.91,450,"1991-09-24 2020-10-08",3.14,3.75,450,"1991-09-24 2020-10-08",0.59,1.85,445,"1991-09-24 2020-10-08",,,,,,,,,,,,,,,,
2021-09-30,4.67,3.72,447,"1991-09-23 2020-10-07",84.09,10.91,447,"1991-09-23 2020-10-07",15.23,5.99,450,"1991-09-23 2020-10-07",24.28,8.57,450,"1991-09-23 2020-10-07",-0.7,3.74,447,"1991-09-23 2020-10-07",42.96,14.24,447,"1991-09-23 2020-10-07",3.66,3.91,450,"1991-09-23 2020-10-07",3.16,3.74,450,"1991-09-23 2020-10-07",0.57,1.85,445,"1991-09-23 2020-10-07",,,,,,,,,,,,,,,,
2021-09-29,4.85,3.71,446,"1991-09-22 2020-10-06",84.37,10.69,446,"1991-09-22 2020-10-06",15.43,6.09,450,"1991-09-22 2020-10-06",24.03,8.44,450,"1991-09-22 2020-10-06",-0.46,3.76,446,"1991-09-22 2020-10-06",43.26,14.26,446,"1991-09-22 2020-10-06",3.83,3.94,450,"1991-09-22 2020-10-06",3.13,3.67,450,"1991-09-22 2020-10-06",0.59,1.94,445,"1991-09-22 2020-10-06",,,,,,,,,,,,,,,,
2021-09-28,4.97,3.67,445,"1991-09-21 2020-10-05",84.71,10.54,445,"1991-09-21 2020-10-05",15.56,6.16,450,"1991-09-21 2020-10-05",23.93,8.3,450,"1991-09-21 2020-10-05",-0.29,3.73,445,"1991-09-21 2020-10-05",43.39,14.35,445,"1991-09-21 2020-10-05",3.91,3.88,450,"1991-09-21 2020-10-05",3.13,3.69,450,"1991-09-21 2020-10-05",0.65,2.1,446,"1991-09-21 2020-10-05",,,,,,,,,,,,,,,,
2021-09-27,5.17,3.62,445,"1991-09-20 2020-10-04",84.72,10.47,445,"1991-09-20 2020-10-04",15.65,6.13,450,"1991-09-20 2020-10-04",24.03,8.39,450,"1991-09-20 2020-10-04",-0.09,3.68,445,"1991-09-20 2020-10-04",43.71,14.32,445,"1991-09-20 2020-10-04",4.11,3.79,450,"1991-09-20 2020-10-04",3.11,3.66,450,"1991-09-20 2020-10-04",0.67,2.1,447,"1991-09-20 2020-10-04",,,,,,,,,,,,,,,,
2021-09-26,5.36,3.53,445,"1991-09-19 2020-10-03",84.59,10.54,445,"1991-09-19 2020-10-03",15.87,6.07,450,"1991-09-19 2020-10-03",24.12,8.42,450,"1991-09-19 2020-10-03",0.12,3.64,445,"1991-09-19 2020-10-03",43.95,14.65,445,"1991-09-19 2020-10-03",4.31,3.75,450,"1991-09-19 2020-10-03",3.16,3.66,450,"1991-09-19 2020-10-03",0.77,2.34,448,"1991-09-19 2020-10-03",,,,,,,,,,,,,,,,
2021-09-25,5.57,3.51,445,"1991-09-18 2020-10-02",84.67,10.55,445,"1991-09-18 2020-10-02",16.14,5.94,450,"1991-09-18 2020-10-02",24.16,8.5,450,"1991-09-18 2020-10-02",0.32,3.61,445,"1991-09-18 2020-10-02",43.9,14.89,445,"1991-09-18 2020-10-02",4.54,3.64,450,"1991-09-18 2020-10-02",3.16,3.65,450,"1991-09-18 2020-10-02",0.82,2.45,448,"1991-09-18 2020-10-02",,,,,,,,,,,,,,,,
2021-09-24,5.77,3.51,444,"1991-09-17 2020-10-01",84.74,10.61,444,"1991-09-17 2020-10-01",16.35,5.85,450,"1991-09-17 2020-10-01",23.98,8.51,450,"1991-09-17 2020-10-01",0.52,3.66,444,"1991-09-17 2020-10-01",43.86,14.94,444,"1991-09-17 2020-10-01",4.73,3.6,450,"1991-09-17 2020-10-01",3.03,3.49,450,"1991-09-17 2020-10-01",0.83,2.5,448,"1991-09-17 2020-10-01",,,,,,,,,,,,,,,,
2021-09-23,5.98,3.55,443,"1991-09-16 2020-09-30",84.83,10.51,443,"1991-09-16 2020-09-30",16.62,5.89,450,"1991-09-16 2020-09-30",23.85,8.46,450,"1991-09-16 2020-09-30",0.77,3.7,443,"1991-09-16 2020-09-30",43.89,15.1,443,"1991-09-16 2020-09-30",4.92,3.6,450,"1991-09-16 2020-09-30",2.97,3.41,450,"1991-09-16 2020-09-30",0.85,2.71,448,"1991-09-16 2020-09-30",,,,,,,,,,,,,,,,
2021-09-22,6.2,3.51,443,"1991-09-15 2020-09-29",85.23,10.44,443,"1991-09-15 2020-09-29",16.84,5.94,450,"1991-09-15 2020-09-29",23.66,8.36,450,"1991-09-15 2020-09-29",1.05,3.63,443,"1991-09-15 2020-09-29",44.27,15.6,443,"1991-09-15 2020-09-29",5.07,3.58,450,"1991-09-15 2020-09-29",3.02,3.56,450,"1991-09-15 2020-09-29",0.95,2.94,448,"1991-09-15 2020-09-29",,,,,,,,,,,,,,,,
2021-09-21,6.38,3.49,443,"1991-09-14 2020-09-28",85.54,10.46,443,"1991-09-14 2020-09-28",16.99,5.94,450,"1991-09-14 2020-09-28",23.54,8.29,450,"1991-09-14 2020-09-28",1.31,3.66,443,"1991-09-14 2020-09-28",44.68,15.7,443,"1991-09-14 2020-09-28",5.17,3.53,450,"1991-09-14 2020-09-28",3,3.58,450,"1991-09-14 2020-09-28",0.97,3.08,449,"1991-09-14 2020-09-28",,,,,,,,,,,,,,,,
